"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","All cases","Notification rate","N/100000","2010","RO","Romania",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","SE","Sweden",1.616584310,""
"Dengue","All cases","Notification rate","N/100000","2010","SI","Slovenia",0.390820410,""
"Dengue","All cases","Notification rate","N/100000","2010","SK","Slovakia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","UK","United Kingdom",0.011198170,""
"Dengue","All cases","Notification rate","N/100000","2011","AT","Austria",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","BE","Belgium",0.372705650,""
"Dengue","All cases","Notification rate","N/100000","2011","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","DE","Germany",0.359003470,""
"Dengue","All cases","Notification rate","N/100000","2011","EE","Estonia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","EL","Greece",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","ES","Spain",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","EU_EEA31","EU/EEA",0.133189000,""
"Dengue","All cases","Notification rate","N/100000","2011","EU28","EU",0.133281000,""
"Dengue","All cases","Notification rate","N/100000","2011","FI","Finland",0.837166310,""
"Dengue","All cases","Notification rate","N/100000","2011","FR","France",0.084643090,""
"Dengue","All cases","Notification rate","N/100000","2011","HU","Hungary",0.020028590,""
"Dengue","All cases","Notification rate","N/100000","2011","IE","Ireland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","IT","Italy",0.074118130,""
"Dengue","All cases","Notification rate","N/100000","2011","LT","Lithuania",0.032759080,""
"Dengue","All cases","Notification rate","N/100000","2011","LU","Luxembourg",0.195373550,""
"Dengue","All cases","Notification rate","N/100000","2011","LV","Latvia",0.096403890,""
"Dengue","All cases","Notification rate","N/100000","2011","MT","Malta",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","PL","Poland",0.013136210,""
"Dengue","All cases","Notification rate","N/100000","2011","RO","Romania",0.009901450,""
"Dengue","All cases","Notification rate","N/100000","2011","SE","Sweden",1.093932700,""
"Dengue","All cases","Notification rate","N/100000","2011","SI","Slovenia",0.390207920,""
"Dengue","All cases","Notification rate","N/100000","2011","SK","Slovakia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2011","UK","United Kingdom",0.020627540,""
"Dengue","All cases","Notification rate","N/100000","2012","AT","Austria",0.023786520,""
"Dengue","All cases","Notification rate","N/100000","2012","BE","Belgium",0.659089300,""
"Dengue","All cases","Notification rate","N/100000","2012","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","DE","Germany",0.766856840,""
"Dengue","All cases","Notification rate","N/100000","2012","EE","Estonia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","EL","Greece",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","ES","Spain",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","EU_EEA31","EU/EEA",0.258161000,""
"Dengue","All cases","Notification rate","N/100000","2012","EU28","EU",0.254640000,""
"Dengue","All cases","Notification rate","N/100000","2012","FI","Finland",1.666275700,""
"Dengue","All cases","Notification rate","N/100000","2012","FR","France",0.168512680,""
"Dengue","All cases","Notification rate","N/100000","2012","HR","Croatia",0.023386420,""
"Dengue","All cases","Notification rate","N/100000","2012","HU","Hungary",0.030205620,""
"Dengue","All cases","Notification rate","N/100000","2012","IE","Ireland",0.152529140,""
"Dengue","All cases","Notification rate","N/100000","2012","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","IT","Italy",0.124591270,""
"Dengue","All cases","Notification rate","N/100000","2012","LT","Lithuania",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","LV","Latvia",0.342329590,""
"Dengue","All cases","Notification rate","N/100000","2012","MT","Malta",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2012","NO","Norway",0.601700400,""
"Dengue","All cases","Notification rate","N/100000","2012","PL","Poland",0.013135840,""
"Dengue","All cases","Notification rate","N/100000","2012","RO","Romania",0.014928340,""
"Dengue","All cases","Notification rate","N/100000","2012","SE","Sweden",1.845435780,""
"Dengue","All cases","Notification rate","N/100000","2012","SI","Slovenia",0.486500580,""
"Dengue","All cases","Notification rate","N/100000","2012","SK","Slovakia",0.055511120,""
"Dengue","All cases","Notification rate","N/100000","2012","UK","United Kingdom",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2013","AT","Austria",1.053022640,""
"Dengue","All cases","Notification rate","N/100000","2013","BE","Belgium",1.247982800,""
"Dengue","All cases","Notification rate","N/100000","2013","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2013","DE","Germany",1.089119720,""
"Dengue","All cases","Notification rate","N/100000","2013","EE","Estonia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2013","EL","Greece",0.009087920,""
"Dengue","All cases","Notification rate","N/100000","2013","ES","Spain",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2013","EU_EEA31","EU/EEA",0.535444000,""
"Dengue","All cases","Notification rate","N/100000","2013","EU28","EU",0.529362000,""
"Dengue","All cases","Notification rate","N/100000","2013","FI","Finland",1.474199480,""
"Dengue","All cases","Notification rate","N/100000","2013","FR","France",0.413107550,""
"Dengue","All cases","Notification rate","N/100000","2013","HR","Croatia",0.070387170,""
"Dengue","All cases","Notification rate","N/100000","2013","HU","Hungary",0.100920410,""
"Dengue","All cases","Notification rate","N/100000","2013","IE","Ireland",0.325395200,""
"Dengue","All cases","Notification rate","N/100000","2013","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2013","IT","Italy",0.237914810,""
"Dengue","All cases","Notification rate","N/100000","2013","LT","Lithuania",0.033648450,""
"Dengue","All cases","Notification rate","N/100000","2013","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2013","LV","Latvia",0.345879700,""
"Dengue","All cases","Notification rate","N/100000","2013","MT","Malta",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2013","NO","Norway",1.128427970,""
"Dengue","All cases","Notification rate","N/100000","2013","PL","Poland",0.034154310,""
"Dengue","All cases","Notification rate","N/100000","2013","RO","Romania",0.029969910,""
"Dengue","All cases","Notification rate","N/100000","2013","SE","Sweden",2.302244280,""
"Dengue","All cases","Notification rate","N/100000","2013","SI","Slovenia",0.388571900,""
"Dengue","All cases","Notification rate","N/100000","2013","SK","Slovakia",0.073925720,""
"Dengue","All cases","Notification rate","N/100000","2013","UK","United Kingdom",0.893509650,""
"Dengue","All cases","Notification rate","N/100000","2014","AT","Austria",1.069608470,""
"Dengue","All cases","Notification rate","N/100000","2014","BE","Belgium",0.983825900,""
"Dengue","All cases","Notification rate","N/100000","2014","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2014","DE","Germany",0.772588330,""
"Dengue","All cases","Notification rate","N/100000","2014","EE","Estonia",0.683984650,""
"Dengue","All cases","Notification rate","N/100000","2014","EL","Greece",0.036607210,""
"Dengue","All cases","Notification rate","N/100000","2014","ES","Spain",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2014","EU_EEA31","EU/EEA",0.379885000,""
"Dengue","All cases","Notification rate","N/100000","2014","EU28","EU",0.368650000,""
"Dengue","All cases","Notification rate","N/100000","2014","FI","Finland",0.697085260,""
"Dengue","All cases","Notification rate","N/100000","2014","FR","France",0.321493340,""
"Dengue","All cases","Notification rate","N/100000","2014","HR","Croatia",0.047094180,""
"Dengue","All cases","Notification rate","N/100000","2014","HU","Hungary",0.060744940,""
"Dengue","All cases","Notification rate","N/100000","2014","IE","Ireland",0.452795820,""
"Dengue","All cases","Notification rate","N/100000","2014","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2014","IT","Italy",0.129971260,""
"Dengue","All cases","Notification rate","N/100000","2014","LT","Lithuania",0.101920450,""
"Dengue","All cases","Notification rate","N/100000","2014","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2014","LV","Latvia",0.049963320,""
"Dengue","All cases","Notification rate","N/100000","2014","MT","Malta",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2014","NL","Netherlands",-,""
"Dengue","All cases","Notification rate","N/100000","2014","NO","Norway",1.429139160,""
"Dengue","All cases","Notification rate","N/100000","2014","PL","Poland",0.039455140,""
"Dengue","All cases","Notification rate","N/100000","2014","RO","Romania",0.030079240,""
"Dengue","All cases","Notification rate","N/100000","2014","SE","Sweden",1.233817290,""
"Dengue","All cases","Notification rate","N/100000","2014","SI","Slovenia",0.097036260,""
"Dengue","All cases","Notification rate","N/100000","2014","SK","Slovakia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2014","UK","United Kingdom",0.584294090,""
"Dengue","All cases","Notification rate","N/100000","2015","AT","Austria",1.199777370,""
"Dengue","All cases","Notification rate","N/100000","2015","BE","Belgium",0.961087180,""
"Dengue","All cases","Notification rate","N/100000","2015","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2015","DE","Germany",0.890421090,""
"Dengue","All cases","Notification rate","N/100000","2015","EE","Estonia",0.912637750,""
"Dengue","All cases","Notification rate","N/100000","2015","EL","Greece",0.018419560,""
"Dengue","All cases","Notification rate","N/100000","2015","ES","Spain",0.361682610,""
"Dengue","All cases","Notification rate","N/100000","2015","EU_EEA31","EU/EEA",0.457428000,""
"Dengue","All cases","Notification rate","N/100000","2015","EU28","EU",0.442047000,""
"Dengue","All cases","Notification rate","N/100000","2015","FI","Finland",0.986886650,""
"Dengue","All cases","Notification rate","N/100000","2015","FR","France",0.251293030,""
"Dengue","All cases","Notification rate","N/100000","2015","HU","Hungary",0.121758540,""
"Dengue","All cases","Notification rate","N/100000","2015","IE","Ireland",0.171026890,""
"Dengue","All cases","Notification rate","N/100000","2015","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2015","IT","Italy",0.169420120,""
"Dengue","All cases","Notification rate","N/100000","2015","LT","Lithuania",0.308086020,""
"Dengue","All cases","Notification rate","N/100000","2015","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2015","LV","Latvia",0.201400130,""
"Dengue","All cases","Notification rate","N/100000","2015","MT","Malta",0.227432440,""
"Dengue","All cases","Notification rate","N/100000","2015","NL","Netherlands",-,""
"Dengue","All cases","Notification rate","N/100000","2015","NO","Norway",1.896837950,""
"Dengue","All cases","Notification rate","N/100000","2015","PL","Poland",0.031574280,""
"Dengue","All cases","Notification rate","N/100000","2015","PT","Portugal",0.134942070,""
"Dengue","All cases","Notification rate","N/100000","2015","RO","Romania",0.035227840,""
"Dengue","All cases","Notification rate","N/100000","2015","SE","Sweden",1.631211740,""
"Dengue","All cases","Notification rate","N/100000","2015","SI","Slovenia",0.145428170,""
"Dengue","All cases","Notification rate","N/100000","2015","SK","Slovakia",0.036891180,""
"Dengue","All cases","Notification rate","N/100000","2015","UK","United Kingdom",0.652021460,""
"Dengue","All cases","Notification rate","N/100000","2016","AT","Austria",1.333261150,""
"Dengue","All cases","Notification rate","N/100000","2016","BE","Belgium",1.007858020,""
"Dengue","All cases","Notification rate","N/100000","2016","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2016","DE","Germany",1.163361170,""
"Dengue","All cases","Notification rate","N/100000","2016","EE","Estonia",0.683919680,""
"Dengue","All cases","Notification rate","N/100000","2016","EL","Greece",0.018546420,""
"Dengue","All cases","Notification rate","N/100000","2016","ES","Spain",0.562014300,""
"Dengue","All cases","Notification rate","N/100000","2016","EU_EEA31","EU/EEA",0.580254000,""
"Dengue","All cases","Notification rate","N/100000","2016","EU28","EU",0.573616000,""
"Dengue","All cases","Notification rate","N/100000","2016","FI","Finland",1.202775560,""
"Dengue","All cases","Notification rate","N/100000","2016","FR","France",0.445074150,""
"Dengue","All cases","Notification rate","N/100000","2016","HR","Croatia",0.047725070,""
"Dengue","All cases","Notification rate","N/100000","2016","HU","Hungary",0.244138510,""
"Dengue","All cases","Notification rate","N/100000","2016","IE","Ireland",0.380848720,""
"Dengue","All cases","Notification rate","N/100000","2016","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2016","IT","Italy",0.174728480,""
"Dengue","All cases","Notification rate","N/100000","2016","LT","Lithuania",0.138477390,""
"Dengue","All cases","Notification rate","N/100000","2016","LU","Luxembourg",0.173536090,""
"Dengue","All cases","Notification rate","N/100000","2016","LV","Latvia",0.457094790,""
"Dengue","All cases","Notification rate","N/100000","2016","MT","Malta",0.222017470,""
"Dengue","All cases","Notification rate","N/100000","2016","NL","Netherlands",-,""
"Dengue","All cases","Notification rate","N/100000","2016","NO","Norway",1.228236930,""
"Dengue","All cases","Notification rate","N/100000","2016","PL","Poland",0.107987920,""
"Dengue","All cases","Notification rate","N/100000","2016","PT","Portugal",0.125709160,""
"Dengue","All cases","Notification rate","N/100000","2016","RO","Romania",0.040485180,""
"Dengue","All cases","Notification rate","N/100000","2016","SE","Sweden",2.284028130,""
"Dengue","All cases","Notification rate","N/100000","2016","SI","Slovenia",0.290671190,""
"Dengue","All cases","Notification rate","N/100000","2016","SK","Slovakia",0.073715700,""
"Dengue","All cases","Notification rate","N/100000","2016","UK","United Kingdom",0.715787250,""
"Dengue","All cases","Notification rate","N/100000","2017","AT","Austria",0.968896700,""
"Dengue","All cases","Notification rate","N/100000","2017","BE","Belgium",0.678310880,""
"Dengue","All cases","Notification rate","N/100000","2017","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2017","DE","Germany",0.769495000,""
"Dengue","All cases","Notification rate","N/100000","2017","EE","Estonia",0.608071380,""
"Dengue","All cases","Notification rate","N/100000","2017","EL","Greece",0.009286600,""
"Dengue","All cases","Notification rate","N/100000","2017","ES","Spain",0.275103020,""
"Dengue","All cases","Notification rate","N/100000","2017","EU_EEA31","EU/EEA",0.416587000,""
"Dengue","All cases","Notification rate","N/100000","2017","EU28","EU",0.413948000,""
"Dengue","All cases","Notification rate","N/100000","2017","FI","Finland",0.454273130,""
"Dengue","All cases","Notification rate","N/100000","2017","FR","France",0.394094060,""
"Dengue","All cases","Notification rate","N/100000","2017","HR","Croatia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2017","HU","Hungary",0.173512570,""
"Dengue","All cases","Notification rate","N/100000","2017","IE","Ireland",0.209013360,""
"Dengue","All cases","Notification rate","N/100000","2017","IS","Iceland",0.295552810,""
"Dengue","All cases","Notification rate","N/100000","2017","IT","Italy",0.156792980,""
"Dengue","All cases","Notification rate","N/100000","2017","LT","Lithuania",0.140454170,""
"Dengue","All cases","Notification rate","N/100000","2017","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2017","LV","Latvia",0.666627010,""
"Dengue","All cases","Notification rate","N/100000","2017","MT","Malta",0.651753100,""
"Dengue","All cases","Notification rate","N/100000","2017","NL","Netherlands",-,""
"Dengue","All cases","Notification rate","N/100000","2017","NO","Norway",0.665612210,""
"Dengue","All cases","Notification rate","N/100000","2017","PL","Poland",0.076370120,""
"Dengue","All cases","Notification rate","N/100000","2017","PT","Portugal",0.106696950,""
"Dengue","All cases","Notification rate","N/100000","2017","RO","Romania",0.035633650,""
"Dengue","All cases","Notification rate","N/100000","2017","SE","Sweden",1.060514030,""
"Dengue","All cases","Notification rate","N/100000","2017","SI","Slovenia",0.242025850,""
"Dengue","All cases","Notification rate","N/100000","2017","SK","Slovakia",0.036796200,""
"Dengue","All cases","Notification rate","N/100000","2017","UK","United Kingdom",0.706594860,""
"Dengue","All cases","Reported cases","N","2008","AT","Austria",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","BE","Belgium",60.000000000,""
"Dengue","All cases","Reported cases","N","2008","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","DE","Germany",273.000000000,""
"Dengue","All cases","Reported cases","N","2008","EE","Estonia",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","EL","Greece",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","ES","Spain",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","EU_EEA31","EU/EEA",530.000000000,""
"Dengue","All cases","Reported cases","N","2008","EU28","EU",530.000000000,""
"Dengue","All cases","Reported cases","N","2008","FI","Finland",35.000000000,""
"Dengue","All cases","Reported cases","N","2008","FR","France",56.000000000,""
"Dengue","All cases","Reported cases","N","2008","HU","Hungary",6.000000000,""
"Dengue","All cases","Reported cases","N","2008","IE","Ireland",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","IT","Italy",12.000000000,""
"Dengue","All cases","Reported cases","N","2008","LT","Lithuania",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","LV","Latvia",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","MT","Malta",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","PL","Poland",2.000000000,""
"Dengue","All cases","Reported cases","N","2008","RO","Romania",1.000000000,""
"Dengue","All cases","Reported cases","N","2008","SE","Sweden",73.000000000,""
"Dengue","All cases","Reported cases","N","2008","SI","Slovenia",6.000000000,""
"Dengue","All cases","Reported cases","N","2008","SK","Slovakia",0.000000000,""
"Dengue","All cases","Reported cases","N","2008","UK","United Kingdom",6.000000000,""
"Dengue","All cases","Reported cases","N","2009","AT","Austria",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","BE","Belgium",53.000000000,""
"Dengue","All cases","Reported cases","N","2009","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","DE","Germany",298.000000000,""
"Dengue","All cases","Reported cases","N","2009","EE","Estonia",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","EL","Greece",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","ES","Spain",4.000000000,""
"Dengue","All cases","Reported cases","N","2009","EU_EEA31","EU/EEA",577.000000000,""
"Dengue","All cases","Reported cases","N","2009","EU28","EU",577.000000000,""
"Dengue","All cases","Reported cases","N","2009","FI","Finland",35.000000000,""
"Dengue","All cases","Reported cases","N","2009","FR","France",64.000000000,""
"Dengue","All cases","Reported cases","N","2009","HU","Hungary",1.000000000,""
"Dengue","All cases","Reported cases","N","2009","IE","Ireland",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","IS","Iceland",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","IT","Italy",10.000000000,""
"Dengue","All cases","Reported cases","N","2009","LT","Lithuania",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","LV","Latvia",1.000000000,""
"Dengue","All cases","Reported cases","N","2009","MT","Malta",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","PL","Poland",4.000000000,""
"Dengue","All cases","Reported cases","N","2009","RO","Romania",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","SE","Sweden",100.000000000,""
"Dengue","All cases","Reported cases","N","2009","SI","Slovenia",4.000000000,""
"Dengue","All cases","Reported cases","N","2009","SK","Slovakia",0.000000000,""
"Dengue","All cases","Reported cases","N","2009","UK","United Kingdom",3.000000000,""
"Dengue","All cases","Reported cases","N","2010","AT","Austria",11.000000000,""
"Dengue","All cases","Reported cases","N","2010","BE","Belgium",129.000000000,""
"Dengue","All cases","Reported cases","N","2010","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","DE","Germany",595.000000000,""
"Dengue","All cases","Reported cases","N","2010","EE","Estonia",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","EL","Greece",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","ES","Spain",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","EU_EEA31","EU/EEA",1622.000000000,""
"Dengue","All cases","Reported cases","N","2010","EU28","EU",1622.000000000,""
"Dengue","All cases","Reported cases","N","2010","FI","Finland",50.000000000,""
"Dengue","All cases","Reported cases","N","2010","FR","France",596.000000000,""
"Dengue","All cases","Reported cases","N","2010","HU","Hungary",7.000000000,""
"Dengue","All cases","Reported cases","N","2010","IE","Ireland",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","IS","Iceland",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","IT","Italy",51.000000000,""
"Dengue","All cases","Reported cases","N","2010","LT","Lithuania",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","LU","Luxembourg",2.000000000,""
"Dengue","All cases","Reported cases","N","2010","LV","Latvia",8.000000000,""
"Dengue","All cases","Reported cases","N","2010","MT","Malta",1.000000000,""
"Dengue","All cases","Reported cases","N","2010","PL","Poland",6.000000000,""
"Dengue","All cases","Reported cases","N","2010","RO","Romania",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","SE","Sweden",151.000000000,""
"Dengue","All cases","Reported cases","N","2010","SI","Slovenia",8.000000000,""
"Dengue","All cases","Reported cases","N","2010","SK","Slovakia",0.000000000,""
"Dengue","All cases","Reported cases","N","2010","UK","United Kingdom",7.000000000,""
"Dengue","All cases","Reported cases","N","2011","AT","Austria",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","BE","Belgium",41.000000000,""
"Dengue","All cases","Reported cases","N","2011","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","DE","Germany",288.000000000,""
"Dengue","All cases","Reported cases","N","2011","EE","Estonia",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","EL","Greece",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","ES","Spain",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","EU_EEA31","EU/EEA",610.000000000,""
"Dengue","All cases","Reported cases","N","2011","EU28","EU",610.000000000,""
"Dengue","All cases","Reported cases","N","2011","FI","Finland",45.000000000,""
"Dengue","All cases","Reported cases","N","2011","FR","France",55.000000000,""
"Dengue","All cases","Reported cases","N","2011","HU","Hungary",2.000000000,""
"Dengue","All cases","Reported cases","N","2011","IE","Ireland",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","IS","Iceland",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","IT","Italy",44.000000000,""
"Dengue","All cases","Reported cases","N","2011","LT","Lithuania",1.000000000,""
"Dengue","All cases","Reported cases","N","2011","LU","Luxembourg",1.000000000,""
"Dengue","All cases","Reported cases","N","2011","LV","Latvia",2.000000000,""
"Dengue","All cases","Reported cases","N","2011","MT","Malta",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","PL","Poland",5.000000000,""
"Dengue","All cases","Reported cases","N","2011","RO","Romania",2.000000000,""
"Dengue","All cases","Reported cases","N","2011","SE","Sweden",103.000000000,""
"Dengue","All cases","Reported cases","N","2011","SI","Slovenia",8.000000000,""
"Dengue","All cases","Reported cases","N","2011","SK","Slovakia",0.000000000,""
"Dengue","All cases","Reported cases","N","2011","UK","United Kingdom",13.000000000,""
"Dengue","All cases","Reported cases","N","2012","AT","Austria",2.000000000,""
"Dengue","All cases","Reported cases","N","2012","BE","Belgium",73.000000000,""
"Dengue","All cases","Reported cases","N","2012","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","DE","Germany",616.000000000,""
"Dengue","All cases","Reported cases","N","2012","EE","Estonia",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","EL","Greece",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","ES","Spain",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","EU_EEA31","EU/EEA",1209.000000000,""
"Dengue","All cases","Reported cases","N","2012","EU28","EU",1179.000000000,""
"Dengue","All cases","Reported cases","N","2012","FI","Finland",90.000000000,""
"Dengue","All cases","Reported cases","N","2012","FR","France",110.000000000,""
"Dengue","All cases","Reported cases","N","2012","HR","Croatia",1.000000000,""
"Dengue","All cases","Reported cases","N","2012","HU","Hungary",3.000000000,""
"Dengue","All cases","Reported cases","N","2012","IE","Ireland",7.000000000,""
"Dengue","All cases","Reported cases","N","2012","IS","Iceland",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","IT","Italy",74.000000000,""
"Dengue","All cases","Reported cases","N","2012","LT","Lithuania",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","LV","Latvia",7.000000000,""
"Dengue","All cases","Reported cases","N","2012","MT","Malta",0.000000000,""
"Dengue","All cases","Reported cases","N","2012","NO","Norway",30.000000000,""
"Dengue","All cases","Reported cases","N","2012","PL","Poland",5.000000000,""
"Dengue","All cases","Reported cases","N","2012","RO","Romania",3.000000000,""
"Dengue","All cases","Reported cases","N","2012","SE","Sweden",175.000000000,""
"Dengue","All cases","Reported cases","N","2012","SI","Slovenia",10.000000000,""
"Dengue","All cases","Reported cases","N","2012","SK","Slovakia",3.000000000,""
"Dengue","All cases","Reported cases","N","2012","UK","United Kingdom",0.000000000,""
"Dengue","All cases","Reported cases","N","2013","AT","Austria",89.000000000,""
"Dengue","All cases","Reported cases","N","2013","BE","Belgium",139.000000000,""
"Dengue","All cases","Reported cases","N","2013","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Reported cases","N","2013","DE","Germany",877.000000000,""
"Dengue","All cases","Reported cases","N","2013","EE","Estonia",0.000000000,""
"Dengue","All cases","Reported cases","N","2013","EL","Greece",1.000000000,""
"Dengue","All cases","Reported cases","N","2013","ES","Spain",0.000000000,""
"Dengue","All cases","Reported cases","N","2013","EU_EEA31","EU/EEA",2514.000000000,""
"Dengue","All cases","Reported cases","N","2013","EU28","EU",2457.000000000,""
"Dengue","All cases","Reported cases","N","2013","FI","Finland",80.000000000,""
"Dengue","All cases","Reported cases","N","2013","FR","France",271.000000000,""
"Dengue","All cases","Reported cases","N","2013","HR","Croatia",3.000000000,""
"Dengue","All cases","Reported cases","N","2013","HU","Hungary",10.000000000,""
"Dengue","All cases","Reported cases","N","2013","IE","Ireland",15.000000000,""
"Dengue","All cases","Reported cases","N","2013","IS","Iceland",0.000000000,""
"Dengue","All cases","Reported cases","N","2013","IT","Italy",142.000000000,""
"Dengue","All cases","Reported cases","N","2013","LT","Lithuania",1.000000000,""
"Dengue","All cases","Reported cases","N","2013","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Reported cases","N","2013","LV","Latvia",7.000000000,""
"Dengue","All cases","Reported cases","N","2013","MT","Malta",0.000000000,""
"Dengue","All cases","Reported cases","N","2013","NO","Norway",57.000000000,""
"Dengue","All cases","Reported cases","N","2013","PL","Poland",13.000000000,""
"Dengue","All cases","Reported cases","N","2013","RO","Romania",6.000000000,""
"Dengue","All cases","Reported cases","N","2013","SE","Sweden",220.000000000,""
"Dengue","All cases","Reported cases","N","2013","SI","Slovenia",8.000000000,""
"Dengue","All cases","Reported cases","N","2013","SK","Slovakia",4.000000000,""
"Dengue","All cases","Reported cases","N","2013","UK","United Kingdom",571.000000000,""
"Dengue","All cases","Reported cases","N","2014","AT","Austria",91.000000000,""
"Dengue","All cases","Reported cases","N","2014","BE","Belgium",110.000000000,""
"Dengue","All cases","Reported cases","N","2014","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Reported cases","N","2014","DE","Germany",624.000000000,""
"Dengue","All cases","Reported cases","N","2014","EE","Estonia",9.000000000,""
"Dengue","All cases","Reported cases","N","2014","EL","Greece",4.000000000,""
"Dengue","All cases","Reported cases","N","2014","ES","Spain",0.000000000,""
"Dengue","All cases","Reported cases","N","2014","EU_EEA31","EU/EEA",1794.000000000,""
