"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","All cases","Age standardised rate","N/100000","2010","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","DE","Germany",0.758409400,""
"Dengue","All cases","Age standardised rate","N/100000","2010","EE","Estonia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","EL","Greece",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","ES","Spain",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","EU_EEA31","EU/EEA",0.336429000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","EU28","EU",0.336662000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","FI","Finland",0.986919820,""
"Dengue","All cases","Age standardised rate","N/100000","2010","FR","France",0.941152180,""
"Dengue","All cases","Age standardised rate","N/100000","2010","HU","Hungary",0.070156170,""
"Dengue","All cases","Age standardised rate","N/100000","2010","IE","Ireland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","IT","Italy",0.088342160,""
"Dengue","All cases","Age standardised rate","N/100000","2010","LT","Lithuania",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","LU","Luxembourg",0.408114810,""
"Dengue","All cases","Age standardised rate","N/100000","2010","LV","Latvia",0.393217050,""
"Dengue","All cases","Age standardised rate","N/100000","2010","MT","Malta",0.258916900,""
"Dengue","All cases","Age standardised rate","N/100000","2010","PL","Poland",0.015040540,""
"Dengue","All cases","Age standardised rate","N/100000","2010","RO","Romania",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","SE","Sweden",1.683075190,""
"Dengue","All cases","Age standardised rate","N/100000","2010","SI","Slovenia",0.390611670,""
"Dengue","All cases","Age standardised rate","N/100000","2010","SK","Slovakia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2010","UK","United Kingdom",0.011370390,""
"Dengue","All cases","Age standardised rate","N/100000","2011","AT","Austria",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","BE","Belgium",-,""
"Dengue","All cases","Age standardised rate","N/100000","2011","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","DE","Germany",0.365678130,""
"Dengue","All cases","Age standardised rate","N/100000","2011","EE","Estonia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","EL","Greece",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","ES","Spain",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","EU_EEA31","EU/EEA",0.126845000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","EU28","EU",0.126933000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","FI","Finland",0.884813230,""
"Dengue","All cases","Age standardised rate","N/100000","2011","FR","France",0.087507180,""
"Dengue","All cases","Age standardised rate","N/100000","2011","HU","Hungary",0.019561350,""
"Dengue","All cases","Age standardised rate","N/100000","2011","IE","Ireland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","IT","Italy",0.074286970,""
"Dengue","All cases","Age standardised rate","N/100000","2011","LT","Lithuania",0.036309750,""
"Dengue","All cases","Age standardised rate","N/100000","2011","LU","Luxembourg",0.188239940,""
"Dengue","All cases","Age standardised rate","N/100000","2011","LV","Latvia",0.097416490,""
"Dengue","All cases","Age standardised rate","N/100000","2011","MT","Malta",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","PL","Poland",0.012833330,""
"Dengue","All cases","Age standardised rate","N/100000","2011","RO","Romania",0.009563970,""
"Dengue","All cases","Age standardised rate","N/100000","2011","SE","Sweden",1.117096200,""
"Dengue","All cases","Age standardised rate","N/100000","2011","SI","Slovenia",0.388709080,""
"Dengue","All cases","Age standardised rate","N/100000","2011","SK","Slovakia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2011","UK","United Kingdom",0.020716560,""
"Dengue","All cases","Age standardised rate","N/100000","2012","AT","Austria",0.023623720,""
"Dengue","All cases","Age standardised rate","N/100000","2012","BE","Belgium",-,""
"Dengue","All cases","Age standardised rate","N/100000","2012","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","DE","Germany",0.793259960,""
"Dengue","All cases","Age standardised rate","N/100000","2012","EE","Estonia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","EL","Greece",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","ES","Spain",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","EU_EEA31","EU/EEA",0.250387000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","EU28","EU",0.246736000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","FI","Finland",1.680317400,""
"Dengue","All cases","Age standardised rate","N/100000","2012","FR","France",0.178105090,""
"Dengue","All cases","Age standardised rate","N/100000","2012","HR","Croatia",-,""
"Dengue","All cases","Age standardised rate","N/100000","2012","HU","Hungary",0.029470390,""
"Dengue","All cases","Age standardised rate","N/100000","2012","IE","Ireland",0.152119480,""
"Dengue","All cases","Age standardised rate","N/100000","2012","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","IT","Italy",0.129417920,""
"Dengue","All cases","Age standardised rate","N/100000","2012","LT","Lithuania",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","LV","Latvia",0.365854610,""
"Dengue","All cases","Age standardised rate","N/100000","2012","MT","Malta",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2012","NO","Norway",0.605456300,""
"Dengue","All cases","Age standardised rate","N/100000","2012","PL","Poland",0.012864410,""
"Dengue","All cases","Age standardised rate","N/100000","2012","RO","Romania",0.014508270,""
"Dengue","All cases","Age standardised rate","N/100000","2012","SE","Sweden",1.911806500,""
"Dengue","All cases","Age standardised rate","N/100000","2012","SI","Slovenia",0.486515630,""
"Dengue","All cases","Age standardised rate","N/100000","2012","SK","Slovakia",0.052291890,""
"Dengue","All cases","Age standardised rate","N/100000","2012","UK","United Kingdom",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","AT","Austria",1.057270570,""
"Dengue","All cases","Age standardised rate","N/100000","2013","BE","Belgium",1.292753940,""
"Dengue","All cases","Age standardised rate","N/100000","2013","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","DE","Germany",1.126275860,""
"Dengue","All cases","Age standardised rate","N/100000","2013","EE","Estonia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","EL","Greece",0.008813960,""
"Dengue","All cases","Age standardised rate","N/100000","2013","ES","Spain",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","EU_EEA31","EU/EEA",0.553238000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","EU28","EU",0.547057000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","FI","Finland",1.578219330,""
"Dengue","All cases","Age standardised rate","N/100000","2013","FR","France",0.430164250,""
"Dengue","All cases","Age standardised rate","N/100000","2013","HR","Croatia",0.072138910,""
"Dengue","All cases","Age standardised rate","N/100000","2013","HU","Hungary",0.100516310,""
"Dengue","All cases","Age standardised rate","N/100000","2013","IE","Ireland",0.351167800,""
"Dengue","All cases","Age standardised rate","N/100000","2013","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","IT","Italy",0.253122890,""
"Dengue","All cases","Age standardised rate","N/100000","2013","LT","Lithuania",0.030773360,""
"Dengue","All cases","Age standardised rate","N/100000","2013","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","LV","Latvia",0.351954160,""
"Dengue","All cases","Age standardised rate","N/100000","2013","MT","Malta",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2013","NO","Norway",1.156430160,""
"Dengue","All cases","Age standardised rate","N/100000","2013","PL","Poland",0.033887510,""
"Dengue","All cases","Age standardised rate","N/100000","2013","RO","Romania",0.029640350,""
"Dengue","All cases","Age standardised rate","N/100000","2013","SE","Sweden",2.386903720,""
"Dengue","All cases","Age standardised rate","N/100000","2013","SI","Slovenia",0.405788970,""
"Dengue","All cases","Age standardised rate","N/100000","2013","SK","Slovakia",0.068823990,""
"Dengue","All cases","Age standardised rate","N/100000","2013","UK","United Kingdom",0.911856310,""
"Dengue","All cases","Age standardised rate","N/100000","2014","AT","Austria",1.088327180,""
"Dengue","All cases","Age standardised rate","N/100000","2014","BE","Belgium",1.024019960,""
"Dengue","All cases","Age standardised rate","N/100000","2014","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","DE","Germany",0.831390390,""
"Dengue","All cases","Age standardised rate","N/100000","2014","EE","Estonia",0.703293500,""
"Dengue","All cases","Age standardised rate","N/100000","2014","EL","Greece",0.036557820,""
"Dengue","All cases","Age standardised rate","N/100000","2014","ES","Spain",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","EU_EEA31","EU/EEA",0.400598000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","EU28","EU",0.389362000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","FI","Finland",0.755549590,""
"Dengue","All cases","Age standardised rate","N/100000","2014","FR","France",0.343360630,""
"Dengue","All cases","Age standardised rate","N/100000","2014","HR","Croatia",0.046683900,""
"Dengue","All cases","Age standardised rate","N/100000","2014","HU","Hungary",0.060285500,""
"Dengue","All cases","Age standardised rate","N/100000","2014","IE","Ireland",0.463026530,""
"Dengue","All cases","Age standardised rate","N/100000","2014","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","IT","Italy",0.139980460,""
"Dengue","All cases","Age standardised rate","N/100000","2014","LT","Lithuania",0.092213490,""
"Dengue","All cases","Age standardised rate","N/100000","2014","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","LV","Latvia",0.053079740,""
"Dengue","All cases","Age standardised rate","N/100000","2014","MT","Malta",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2014","NO","Norway",1.451245560,""
"Dengue","All cases","Age standardised rate","N/100000","2014","PL","Poland",0.038329810,""
"Dengue","All cases","Age standardised rate","N/100000","2014","RO","Romania",0.029412360,""
"Dengue","All cases","Age standardised rate","N/100000","2014","SE","Sweden",1.289392590,""
"Dengue","All cases","Age standardised rate","N/100000","2014","SI","Slovenia",0.091473200,""
"Dengue","All cases","Age standardised rate","N/100000","2014","SK","Slovakia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2014","UK","United Kingdom",0.606250250,""
"Dengue","All cases","Age standardised rate","N/100000","2015","AT","Austria",1.232607560,""
"Dengue","All cases","Age standardised rate","N/100000","2015","BE","Belgium",1.018861580,""
"Dengue","All cases","Age standardised rate","N/100000","2015","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2015","DE","Germany",0.964528190,""
"Dengue","All cases","Age standardised rate","N/100000","2015","EE","Estonia",0.933439160,""
"Dengue","All cases","Age standardised rate","N/100000","2015","EL","Greece",0.020729300,""
"Dengue","All cases","Age standardised rate","N/100000","2015","ES","Spain",0.330496340,""
"Dengue","All cases","Age standardised rate","N/100000","2015","EU_EEA31","EU/EEA",0.478811000,""
"Dengue","All cases","Age standardised rate","N/100000","2015","EU28","EU",0.462949000,""
"Dengue","All cases","Age standardised rate","N/100000","2015","FI","Finland",1.074841590,""
"Dengue","All cases","Age standardised rate","N/100000","2015","FR","France",0.266048860,""
"Dengue","All cases","Age standardised rate","N/100000","2015","HU","Hungary",0.118856550,""
"Dengue","All cases","Age standardised rate","N/100000","2015","IE","Ireland",0.175072470,""
"Dengue","All cases","Age standardised rate","N/100000","2015","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2015","IT","Italy",0.174767680,""
"Dengue","All cases","Age standardised rate","N/100000","2015","LT","Lithuania",0.317220880,""
"Dengue","All cases","Age standardised rate","N/100000","2015","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2015","LV","Latvia",0.212318990,""
"Dengue","All cases","Age standardised rate","N/100000","2015","MT","Malta",0.246565720,""
"Dengue","All cases","Age standardised rate","N/100000","2015","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2015","NO","Norway",1.963639780,""
"Dengue","All cases","Age standardised rate","N/100000","2015","PL","Poland",0.030766050,""
"Dengue","All cases","Age standardised rate","N/100000","2015","PT","Portugal",0.133217450,""
"Dengue","All cases","Age standardised rate","N/100000","2015","RO","Romania",0.034585530,""
"Dengue","All cases","Age standardised rate","N/100000","2015","SE","Sweden",1.723101330,""
"Dengue","All cases","Age standardised rate","N/100000","2015","SI","Slovenia",0.156442450,""
"Dengue","All cases","Age standardised rate","N/100000","2015","SK","Slovakia",0.034250560,""
"Dengue","All cases","Age standardised rate","N/100000","2015","UK","United Kingdom",0.677803190,""
"Dengue","All cases","Age standardised rate","N/100000","2016","AT","Austria",1.385238830,""
"Dengue","All cases","Age standardised rate","N/100000","2016","BE","Belgium",1.055762750,""
"Dengue","All cases","Age standardised rate","N/100000","2016","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2016","DE","Germany",1.291204960,""
"Dengue","All cases","Age standardised rate","N/100000","2016","EE","Estonia",0.696865240,""
"Dengue","All cases","Age standardised rate","N/100000","2016","EL","Greece",0.019061780,""
"Dengue","All cases","Age standardised rate","N/100000","2016","ES","Spain",0.538996890,""
"Dengue","All cases","Age standardised rate","N/100000","2016","EU_EEA31","EU/EEA",0.617189000,""
"Dengue","All cases","Age standardised rate","N/100000","2016","EU28","EU",0.610400000,""
"Dengue","All cases","Age standardised rate","N/100000","2016","FI","Finland",1.334579140,""
"Dengue","All cases","Age standardised rate","N/100000","2016","FR","France",0.474555910,""
"Dengue","All cases","Age standardised rate","N/100000","2016","HR","Croatia",-,""
"Dengue","All cases","Age standardised rate","N/100000","2016","HU","Hungary",0.242260090,""
"Dengue","All cases","Age standardised rate","N/100000","2016","IE","Ireland",0.397227360,""
"Dengue","All cases","Age standardised rate","N/100000","2016","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2016","IT","Italy",0.182233900,""
"Dengue","All cases","Age standardised rate","N/100000","2016","LT","Lithuania",0.138177360,""
"Dengue","All cases","Age standardised rate","N/100000","2016","LU","Luxembourg",0.171033830,""
"Dengue","All cases","Age standardised rate","N/100000","2016","LV","Latvia",0.466756210,""
"Dengue","All cases","Age standardised rate","N/100000","2016","MT","Malta",0.246565720,""
"Dengue","All cases","Age standardised rate","N/100000","2016","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2016","NO","Norway",1.281453880,""
"Dengue","All cases","Age standardised rate","N/100000","2016","PL","Poland",0.104598540,""
"Dengue","All cases","Age standardised rate","N/100000","2016","PT","Portugal",0.131306700,""
"Dengue","All cases","Age standardised rate","N/100000","2016","RO","Romania",0.040168220,""
"Dengue","All cases","Age standardised rate","N/100000","2016","SE","Sweden",2.450445380,""
"Dengue","All cases","Age standardised rate","N/100000","2016","SI","Slovenia",0.305142790,""
"Dengue","All cases","Age standardised rate","N/100000","2016","SK","Slovakia",0.072111440,""
"Dengue","All cases","Age standardised rate","N/100000","2016","UK","United Kingdom",0.755116670,""
"Dengue","All cases","Age standardised rate","N/100000","2017","AT","Austria",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","BE","Belgium",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2017","DE","Germany",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","EE","Estonia",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","EL","Greece",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","ES","Spain",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","EU_EEA31","EU/EEA",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","EU28","EU",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","FI","Finland",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","FR","France",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","HR","Croatia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2017","HU","Hungary",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","IE","Ireland",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","IS","Iceland",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","IT","Italy",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","LT","Lithuania",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2017","LV","Latvia",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","MT","Malta",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","NO","Norway",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","PL","Poland",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","PT","Portugal",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","RO","Romania",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","SE","Sweden",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","SI","Slovenia",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","SK","Slovakia",-,""
"Dengue","All cases","Age standardised rate","N/100000","2017","UK","United Kingdom",-,""
"Dengue","All cases","Notification rate","N/100000","2008","AT","Austria",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","BE","Belgium",0.562489480,""
"Dengue","All cases","Notification rate","N/100000","2008","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","DE","Germany",0.332044730,""
"Dengue","All cases","Notification rate","N/100000","2008","EE","Estonia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","EL","Greece",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","ES","Spain",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","EU_EEA31","EU/EEA",0.116417000,""
"Dengue","All cases","Notification rate","N/100000","2008","EU28","EU",0.116417000,""
"Dengue","All cases","Notification rate","N/100000","2008","FI","Finland",0.660317050,""
"Dengue","All cases","Notification rate","N/100000","2008","FR","France",0.087490160,""
"Dengue","All cases","Notification rate","N/100000","2008","HU","Hungary",0.059728820,""
"Dengue","All cases","Notification rate","N/100000","2008","IE","Ireland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","IT","Italy",0.020459350,""
"Dengue","All cases","Notification rate","N/100000","2008","LT","Lithuania",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","LV","Latvia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","MT","Malta",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","PL","Poland",0.005247180,""
"Dengue","All cases","Notification rate","N/100000","2008","RO","Romania",0.004846020,""
"Dengue","All cases","Notification rate","N/100000","2008","SE","Sweden",0.794953500,""
"Dengue","All cases","Notification rate","N/100000","2008","SI","Slovenia",0.298467510,""
"Dengue","All cases","Notification rate","N/100000","2008","SK","Slovakia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2008","UK","United Kingdom",0.009744740,""
"Dengue","All cases","Notification rate","N/100000","2009","AT","Austria",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","BE","Belgium",0.492882030,""
"Dengue","All cases","Notification rate","N/100000","2009","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","DE","Germany",0.363404190,""
"Dengue","All cases","Notification rate","N/100000","2009","EE","Estonia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","EL","Greece",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","ES","Spain",0.008650650,""
"Dengue","All cases","Notification rate","N/100000","2009","EU_EEA31","EU/EEA",0.126182000,""
"Dengue","All cases","Notification rate","N/100000","2009","EU28","EU",0.126270000,""
"Dengue","All cases","Notification rate","N/100000","2009","FI","Finland",0.657114840,""
"Dengue","All cases","Notification rate","N/100000","2009","FR","France",0.099455750,""
"Dengue","All cases","Notification rate","N/100000","2009","HU","Hungary",0.009969120,""
"Dengue","All cases","Notification rate","N/100000","2009","IE","Ireland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","IT","Italy",0.016948980,""
"Dengue","All cases","Notification rate","N/100000","2009","LT","Lithuania",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","LV","Latvia",0.046235630,""
"Dengue","All cases","Notification rate","N/100000","2009","MT","Malta",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","PL","Poland",0.010488810,""
"Dengue","All cases","Notification rate","N/100000","2009","RO","Romania",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","SE","Sweden",1.080339790,""
"Dengue","All cases","Notification rate","N/100000","2009","SI","Slovenia",0.196815330,""
"Dengue","All cases","Notification rate","N/100000","2009","SK","Slovakia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2009","UK","United Kingdom",0.004835400,""
"Dengue","All cases","Notification rate","N/100000","2010","AT","Austria",0.131710610,""
"Dengue","All cases","Notification rate","N/100000","2010","BE","Belgium",1.190047320,""
"Dengue","All cases","Notification rate","N/100000","2010","CZ","Czech Republic",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","DE","Germany",0.727363790,""
"Dengue","All cases","Notification rate","N/100000","2010","EE","Estonia",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","EL","Greece",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","ES","Spain",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","EU_EEA31","EU/EEA",0.353946000,""
"Dengue","All cases","Notification rate","N/100000","2010","EU28","EU",0.354192000,""
"Dengue","All cases","Notification rate","N/100000","2010","FI","Finland",0.934330220,""
"Dengue","All cases","Notification rate","N/100000","2010","FR","France",0.921760810,""
"Dengue","All cases","Notification rate","N/100000","2010","HU","Hungary",0.069899870,""
"Dengue","All cases","Notification rate","N/100000","2010","IE","Ireland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","IS","Iceland",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","IT","Italy",0.086162990,""
"Dengue","All cases","Notification rate","N/100000","2010","LT","Lithuania",0.000000000,""
"Dengue","All cases","Notification rate","N/100000","2010","LU","Luxembourg",0.398354000,""
"Dengue","All cases","Notification rate","N/100000","2010","LV","Latvia",0.377268800,""
"Dengue","All cases","Notification rate","N/100000","2010","MT","Malta",0.241530140,""
"Dengue","All cases","Notification rate","N/100000","2010","PL","Poland",0.015779970,""
